id,Number,sentiment,text
72,16258,1,"Inconsistent Behavior of permute() in different calling order. ## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->
I am trying to convert the format between cv::Mat and torch::Tensor using c++(libtorch), one crucial step of which is to permute the shape of the Tensor. However I found that in some cases the permute() function failed to manage the memory of the image.

## To Reproduce

I provide some code to reproduce the bug:

1. Image Version


1. A Simpler Matrix Version
this code:

would output (wrong):


but change the permute line from 

to 


will output (correct):


Note that when the permute() failed to managed the memory, it always returned the ""correct"" shape of the permuted tensor.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->
The two different usage of permute() should behave consistently( both should  permute the memory not only the shape)

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


 - PyTorch Version (e.g., 1.0): v1.0.0
 - OS (e.g., Linux): Linux Arm
 - How you installed PyTorch (, , source): From source, and following the step of [issue 15138](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
 - Build command you used (if compiling from source): python setup.py build
 - Python version: 3.5.2
 - CUDA/cuDNN version: libcudnn.so.7.0.5
 - GPU models and configuration:
 - Any other relevant information:

## Additional context

<!-- Add any other context about the problem here. -->
"
84,3018,1,"CUDA initialization hangs on CUDA 9. I just installed pytorch HEAD from source with cuda 9 and cudnn 7 using gcc 5.4 on ubuntu 16.04. It seemed to build and install without issue, however the python process hangs if I try to move a tensor to gpu using the cuda method. The following snippet also hangs.



There are 2 Maxwell Titan X and 2 Pascal 1080 Ti cards attached to the machine."
299,24045,0,"torch.{save,load} data corruption when serializing a Module with __{get,set}state__. Repro:



Output



cc @ezyang @gchanan @zou3519"
525,15557,0,"main.exe ,which was made  from main.py by pyinstaller , faced on error  . ## ❓ Questions and Help
I made main.exe ,which is made from main.py by the pyinstaller.
But I did main.exe,then it faced  ""main.exe: error: unrecognized arguments: --multiprocessing-fork
parent_pid=7056 pipe_handle=1188"" erroe and stopped.

How do I change main.py code to operate main.exe without this error?

I'd really appreciate it if anyone will give me the advice as soon as possile

・CUDA9, Python3.6 ,Pytorch Windows for CUDA9,
・OS　Windows10 Pro 64bit
・Nvidia GTX980
        
"
644,10857,0,"got error ""ninja: error: loading 'build/build.global.ninja': No such file or directory"". If you have a question or would like help and support, please ask at our
[forums](https://discuss.pytorch.org/).

If you are submitting a feature request, please preface the title with [feature request].
If you are submitting a bug report, please fill in the following details.

## Issue description

## Code example

## System Info
Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


- PyTorch or Caffe2: PyTorch
- How you installed PyTorch (conda, pip, source): source
- Build command you used (if compiling from source): python setup.py build
- OS: CentOS7
- PyTorch version: master branch (ca567862)
- Python version: 3.7.0
- CUDA/cuDNN version: 9.2/7.2.1
- GPU models and configuration: NVIDIA GTX1070
- GCC version (if compiling from source): 4.8.5
- CMake version: 3.12.0
- Versions of any other relevant libraries:
"
617,125,0,"make tests deterministic. by default the tests should be deterministic, individually.
randomized tests can be run nightly or something, but not by default.
"
544,3999,0,"Save big file is slow. It spent a lot of time for I to save file by torch.save().

The file size is about 3.5G, and it costs 2hr 49m totally. Is it make sense?
"
555,828,0,"backward() in Autograd Index Function is broken when indexing with LongTensor. In :


I think the index-copy statement doesn't work as intended.


I guess the statement should be something like
"
358,8386,0,"Properly release NCCL resources. Right now we're simply leaking them, because NCCL segfaults if you attempt to destroy them after the driver is unloaded.

One strategy to fix it would be to use an  handler.

See #8352 for more context."
115,24625,0,"Migrate `sigmoid_backward` from the TH to Aten (CUDA). Porting TH operators is essential for code simplicity and performance reasons.

Porting guides and Q&A are available in umbrella issue: #24507

Feel free to add @VitalyFedyunin as a reviewer to get a prioritized review."
485,8652,0,"Batch Sampler and Dataset indexing too restricted. I was trying to use a Dataloader with a sampler of strings to index my dataset. The default [BatchSampler](https://github.com/pytorch/pytorch/blob/master/torch/utils/data/sampler.py#L104) threw me an error that essentially str cannot be casted to int. The cast in question happens on line 139 (currently):

I copied the source for the Batch Loader from master, removed the cast, and everything worked as expected.

[torch.utils.data](https://pytorch.org/docs/stable/data.html) DataLoader doesn't suggest that samplers should return integers, and the various Samplers just say list of indices. An index set doesn't have to be integers. Now Dataset *does* say __getitem__ should support **integer** indexing, but why?

Really, the choice of sampler (including choosing by default the default sampler) drives whether a Dataset must be indexable by integers. On the other hand, sometimes it's more sensible to ""key"" the dataset. For example, the sampler could ""request"" the a filename be loaded. Or, the actual data could be organized in a dict (like I have in my examples below).

Along the way, I noticed that BatchLoader is now asserting that sampler is a Sampler. (This isn't the case in 0.4.0, just master). I don't really understand why. Why not duck type that sampler is iterable? Just a try-except around the for-loop that catches TypeError and returns whatever type of error. It breaks the example if I'm not mistaken, and excludes a very useful way to unittest.

## MWE
"
702,6285,0,"AutoGPU header relies on WITH_CUDA. AutoGPU is compiled with WITH_CUDA. Instead, it should be in an auto_gpu.cpp file so we do not have to set this macro while compiling it...

If a third party lib includes auto_gpu.h without doing a , then they try to use it, the things in auto_gpu.h wrapped with  will not compile and it won't work. The solution I can see is to split it out into a .cpp so CUDA is baked into the pytorch .so."
327,25417,0,"Add a mode to check input tensor sizes in allreduce_coalesced. @jfc4050 added CPU  in #24949. The current version flattens all input tensors into one, and then allreduce that tensor. It works, even if, say, process 0 provides a tensor of size 4 and process 1 provides two tensors of size 2 each. This is a reasonable shortcut to avoid using additional communications to check tensor sizes, but it will be good to add size checking in the default mode, and asking users to explicitly set  to they indeed want to skip that.

cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera"
318,25381,0,"regarding builtin_function_or_method. ## 🚀 Feature
<!-- A clear and concise description of the feature proposal -->
some way to see the code for builtin_function_or_method
## Motivation

<!-- Please outline the motivation for the proposal. Is your feature request related to a problem? e.g., I'm always frustrated when [...]. If this is related to another GitHub issue, please link here too -->
consider this scenario
1) I am using google colab, I want to see the implementation of nn.Dropout
2) I ctrl+click on nn.Dropout, it takes me to dropout.py, where I find Dropout class, which returns

3) so, I ctrl+click on F.dropout, it takes me to functional.py, where I see this

4) now, I am stuck, because this is a builtin, and only way for me to look at its code, is to search for this in github.
5) same thing happens when I want to see the implementation of nn.CrossMapLRN2d, it redirects to torch.group_norm, which is builtin.
6) similarly for view, permute, this way to understand what these builtins are doing becomes difficult

because of this I raised an issue in google colab, to provide a way to look at builtin_function_or_method, they told 

""
No, there's no way to get directly to the source in this case.

In particular, for a .so, it could be a cython file, or it could be another kind of C extension (built via vanilla C/C++ code, or SWIG'd in, or something else completely). All we have is the installed package -- there's no way for us to trace that back to source, and in cases like this (torch is distributed as a .whl file) the source isn't included.
""


## Pitch

<!-- A clear and concise description of what you want to happen. -->

## Alternatives

<!-- A clear and concise description of any alternative solutions or features you've considered, if any. -->

## Additional context

<!-- Add any other context or screenshots about the feature request here. -->
"
306,12322,0,"[Caffe2] Segmentation fault (core dumped) while import caffe2.python.core. ## 🐛 Bug

When I want to import caffe2.pytho.core, I get a Segmentation fault.

I followed the install guide for ubuntu 16 with prebuilt binaries and also installed nccl, I've been browsing past issues but can't find a solution.

please help me

## To Reproduce

Steps to reproduce the behavior:

1. Install NCCL 2.3.5
2. conda install -c caffe2 caffe2-cuda9.0-cudnn7
3. import caffe2.python.core

ERROR : 



## Environment


Followed : [](https://caffe2.ai/docs/getting-started.html?platform=ubuntu&configuration=prebuilt)

Cmake : I installed with anaconda I can't find the cmake output




"
486,9383,0,"[docs] Make clear the format of torch.eig eigenvalues. The second dimension must be for the complex imaginary part, but it is not clear in the docs.


Currently in https://pytorch.org/docs/master/torch.html?highlight=eig#torch.eig:
 without specified shapes"
228,12887,0,"Segmentation fault when summing uint8 tensor. Hi. I'm using PyTorch 0.5.0a0+09896d1

This code:


is returning me a ""Segmentation fault"". If instead I do , it works. Also, the problem does not occur with .

EDIT: a more efficient way to reproduce the bug:
"
149,22780,0,"Build Pytorch/Libtorch with TBB support is failing. ## 🐛 Bug

Build Pytorch/Libtorch with TBB support is failing

## To Reproduce

Steps to reproduce the behavior:

1. Set environment variables  to use TBB:

2. Build: 


## Expected behavior

It builds successfully. Building with OpenMP is working in the same environment.

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


 Collecting environment information...
PyTorch version: N/A
Is debug build: N/A
CUDA used to build PyTorch: N/A

OS: Ubuntu 14.04.6 LTS
GCC version: (Ubuntu 4.8.4-2ubuntu1~14.04.4) 4.8.4
CMake version: version 3.11.1

Python version: 2.7
Is CUDA available: N/A
CUDA runtime version: 10.0.130
GPU models and configuration: Could not collect
Nvidia driver version: Could not collect
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.5.1.5
/usr/lib/x86_64-linux-gnu/libcudnn.so.6.0.21

Versions of relevant libraries:
[pip] numpy==1.8.2
[conda] Could not collect
## Additional context

Attached CMakeOutput and CMakeError files.
[CMakeError.log](https://github.com/pytorch/pytorch/files/3384330/CMakeError.log)
[CMakeOutput.log](https://github.com/pytorch/pytorch/files/3384331/CMakeOutput.log)


"
